Variety,Growernr_seeduser,Growernr_seedproducer,Year,Sensitivity,Ares,Mah,DefH,dk,GPS_coord,strains_1,strains_2,strains_3,strains_4,strains_5,strains_6,strains_7,strains_8,strains_9
HZ_39,Grower_134,Grower_133,2019,Tolerant,1.5,SE,SE,0,170726-581260,0,0,1,0,0,0,3,0,0
HZ_13,Grower_251,Grower_22,2021,Tolerant,2.6,SE,SE,0,063170-365590,0,0,3,1,1,0,0,1,0
HZ_20,Grower_212,Grower_83,2020,Tolerant,0.7,PB3,-,0,133969-536585,0,0,8,1,3,0,0,0,0
HZ_3,Grower_130,Grower_75,2020,Tolerant,0.95,SE,-,0,166780-583560,0,0,1,0,0,0,0,0,0
HZ_4,Grower_259,Grower_1,2022,Verysusceptible,1.5,E,E,0,048711-366839,0,0,2,0,1,0,1,6,0
HZ_47,Grower_271,Grower_44,2022,Verysusceptible,2.0,SE,E,0,093460-399894,0,0,6,4,1,0,0,0,0
HZ_72,Grower_148,Grower_151,2019,Tolerant,0.6,SE,A,0,176305-529430,0,0,0,0,0,0,0,0,0
HZ_20,Grower_55,Grower_2,2019,Tolerant,1.25,SE,SE,0,228487-603928,0,0,7,3,5,0,1,0,0
HZ_22,Grower_255,Grower_33,2023,Tolerant,3.95,SE,E,1,039696-366888,0,0,8,4,3,1,0,4,0
HZ_7,Grower_320,Grower_116,2022,Tolerant,4.03,PB4,PB4,0,210550-591419,0,0,1,0,0,0,0,0,0
HZ_20,Grower_162,Grower_229,2019,Tolerant,1.16,E,A,0,164384-494370,0,0,0,0,0,0,0,0,0
HZ_35,Grower_147,Grower_40,2020,Tolerant,1.9,E,A,0,178522-534565,0,0,6,6,1,0,8,0,0
HZ_20,Grower_223,Grower_8,2019,Tolerant,1.83,E,A,0,128656-539216,0,0,6,4,3,0,0,0,0
HZ_4,Grower_454,Grower_7,2019,Verysusceptible,0.58,SE,A,0,091436-423076,0,0,4,1,1,0,0,0,0
HZ_20,Grower_446,Grower_82,2019,Tolerant,0.62,SE,SE,0,177934-532605,0,0,1,1,0,0,0,0,0
HZ_20,Grower_91,Grower_28,2023,Tolerant,0.72,PB4,-,0,198348-599440,0,0,2,1,1,0,0,2,0
HZ_14,Grower_44,Grower_43,2023,Susceptible,0.84,S,E,1,231259-602569,0,0,0,0,0,0,0,0,0
HZ_20,Grower_209,Grower_83,2019,Tolerant,1.69,E,E,0,132814-534700,0,0,8,3,4,1,0,0,0
HZ_8,Grower_404,Grower_82,2019,Tolerant,4.0,SE,SE,0,086069-398405,0,0,1,0,0,1,0,0,0
HZ_20,Grower_114,Grower_116,2022,Tolerant,0.75,SE,SE,0,175044-592201,0,0,6,3,3,1,1,5,1
HZ_51,Grower_58,Grower_12,2021,Susceptible,1.0,E,A,1,225595-600224,0,0,8,0,3,0,2,4,0
HZ_70,Grower_206,Grower_2,2022,Tolerant,0.5,PB3,PB3,0,115908-568415,0,0,3,4,0,0,0,1,1
HZ_70,Grower_105,Grower_2,2021,Tolerant,0.85,PB4,E,0,119620-568457,0,0,2,0,1,0,0,0,0
HZ_3,Grower_20,Grower_110,2020,Tolerant,1.05,SE,SE,0,233637-601976,0,0,5,0,2,0,0,0,0
HZ_16,Grower_26,Grower_8,2021,Susceptible,1.39,SE,SE,0,234895-603463,0,0,4,0,1,0,0,1,0
HZ_2,Grower_97,Grower_205,2019,Tolerant,0.65,PB3,SE,0,190009-597520,0,0,0,0,0,0,0,0,0
HZ_16,Grower_156,Grower_8,2020,Susceptible,0.43,SE,E,0,176248-538007,0,0,0,0,0,0,0,0,0
HZ_56,Grower_449,Grower_228,2019,Susceptible,0.6,SE,SE,0,181102-532217,0,0,0,0,0,0,0,0,0
HZ_3,Grower_87,Grower_163,2019,Tolerant,0.8,SE,SE,0,201696-600050,0,0,0,0,0,0,0,0,0
HZ_17,Grower_108,Grower_58,2023,Susceptible,0.87,SE,SE,0,180754-584350,0,0,0,0,0,0,0,0,0
HZ_19,Grower_285,Grower_24,2019,Verysusceptible,1.0,SE,SE,0,252463-597515,0,0,8,8,5,0,0,0,0
HZ_65,Grower_4,Grower_49,2019,Tolerant,0.42,SE,A,0,252440-600916,0,0,4,2,2,0,0,0,0
HZ_20,Grower_247,Grower_163,2020,Tolerant,1.7,S,E,0,037201-373687,0,0,6,0,2,0,0,0,0
HZ_12,Grower_188,Grower_95,2022,Susceptible,0.8,SE,E,0,170348-522526,0,0,7,5,6,4,2,7,0
HZ_5,Grower_41,Grower_47,2020,Susceptible,1.3,SE,SE,0,245504-597834,0,0,0,0,0,0,0,0,0
HZ_20,Grower_215,Grower_8,2019,Tolerant,1.64,E,E,0,120340-536023,0,0,6,4,3,0,0,0,0
HZ_20,Grower_310,Grower_58,2019,Tolerant,2.05,SE,E,1,230444-592747,0,0,8,5,2,0,2,0,0
HZ_17,Grower_8,Grower_12,2019,Susceptible,1.28,E,E,0,247201-596448,0,0,5,2,2,0,0,0,0
HZ_4,Grower_161,Grower_89,2022,Verysusceptible,1.23,SE,SE,0,175460-508172,0,0,1,0,0,0,0,4,0
HZ_8,Grower_193,Grower_58,2022,Tolerant,2.0,SE,SE,0,173661-522422,0,0,6,1,0,0,1,7,1
HZ_12,Grower_253,Grower_146,2021,Susceptible,0.75,E,E,0,058462-411009,0,0,0,0,0,0,0,0,0
HZ_3,Grower_234,Grower_3,2023,Tolerant,0.5,SE,E,0,119820-521783,0,0,0,0,0,0,0,0,0
HZ_4,Grower_255,Grower_61,2019,Verysusceptible,3.2,S,E,0,044819-369813,0,0,4,0,1,0,0,0,0
HZ_5,Grower_259,Grower_47,2020,Susceptible,0.4,E,A,0,049846-362075,0,0,0,0,0,0,0,0,0
HZ_3,Grower_261,Grower_36,2019,Tolerant,3.5,E,A,0,058763-413180,0,0,2,1,1,0,0,0,0
HZ_3,Grower_100,Grower_76,2021,Tolerant,1.0,SE,SE,0,178014-587483,0,0,2,1,1,0,0,0,1
HZ_43,Grower_195,Grower_76,2020,Tolerant,1.85,E,E,0,114402-564467,0,0,6,6,1,0,0,0,0
HZ_20,Grower_55,Grower_1,2022,Tolerant,0.37,SE,-,0,228352-603546,0,0,3,1,1,0,1,4,0
HZ_54,Grower_343,Grower_1,2021,Verysusceptible,0.5,SE,A,1,184203-526056,0,0,7,6,4,0,3,7,0
HZ_4,Grower_250,Grower_11,2022,Verysusceptible,1.4,SE,SE,0,015506-368844,0,0,6,4,4,2,3,8,0
HZ_3,Grower_173,Grower_74,2019,Tolerant,1.7,SE,A,0,183446-521222,0,0,0,0,0,0,0,0,0
HZ_37,Grower_203,Grower_59,2020,Tolerant,4.19,SE,SE,0,237056-434440,0,0,0,0,0,0,0,0,0
HZ_17,Grower_133,Grower_99,2022,Susceptible,3.9,SE,SE,0,169354-586471,0,0,5,2,4,0,0,4,0
HZ_5,Grower_41,Grower_20,2019,Susceptible,3.2,SE,SE,0,242312-600413,0,0,0,0,0,0,0,0,0
HZ_20,Grower_162,Grower_71,2020,Tolerant,2.2,SE,A,0,164714-494113,0,0,1,0,0,0,0,0,0
HZ_5,Grower_134,Grower_42,2020,Susceptible,1.11,SE,SE,0,171140-581252,0,0,3,0,1,0,0,0,0
HZ_39,Grower_308,Grower_36,2020,Tolerant,1.1,SE,SE,0,219850-598502,0,0,8,0,3,0,1,0,0
HZ_4,Grower_209,Grower_182,2020,Verysusceptible,2.7,E,E,0,131902-545721,0,0,1,0,0,0,0,0,0
HZ_90,Grower_196,Grower_4,2019,Susceptible,0.3,SE,SE,0,118428-569464,0,0,6,0,2,0,0,0,0
HZ_20,Grower_105,Grower_1,2022,Tolerant,1.5,PB4,PB4,0,119154-565757,0,0,0,0,0,0,0,0,0
HZ_17,Grower_236,Grower_46,2021,Susceptible,0.9,SE,SE,0,134358-523028,0,0,4,1,1,0,1,0,0
HZ_3,Grower_337,Grower_82,2022,Tolerant,0.38,E,-,0,177386-532937,0,0,1,0,1,0,0,0,0
HZ_61,Grower_382,Grower_44,2019,Susceptible,1.75,SE,E,1,048846-394233,0,0,8,8,5,0,0,0,0
HZ_70,Grower_105,Grower_32,2020,Tolerant,3.0,E,E,0,121667-571974,0,0,8,6,6,0,0,0,0
HZ_5,Grower_248,Grower_3,2021,Susceptible,2.03,SE,SE,0,059612-369635,0,0,1,0,0,0,0,0,0
HZ_51,Grower_139,Grower_61,2021,Susceptible,2.7,E,E,0,161825-583201,0,0,2,0,1,0,0,0,0
HZ_43,Grower_81,Grower_65,2023,Tolerant,0.7,SE,A,0,198130-597473,0,0,4,1,2,1,0,0,0
HZ_20,Grower_203,Grower_1,2023,Tolerant,2.76,SE,SE,0,224125-435490,0,0,0,0,0,0,0,0,0
HZ_43,Grower_65,Grower_18,2020,Tolerant,0.67,SE,SE,0,226374-602318,0,0,1,0,0,0,0,0,0
HZ_19,Grower_401,Grower_24,2020,Verysusceptible,2.5,SE,SE,0,059879-399855,0,0,4,1,1,0,0,0,0
HZ_20,Grower_232,Grower_99,2022,Tolerant,2.25,E,E,0,115705-525925,0,0,1,0,0,0,1,3,0
HZ_12,Grower_337,Grower_95,2020,Susceptible,1.1,SE,SE,0,177508-532859,0,0,0,0,0,0,0,0,0
HZ_15,Grower_203,Grower_19,2019,Verysusceptible,4.5,SE,AF,0,232945-433800,0,0,6,5,5,0,0,0,0
HZ_3,Grower_222,Grower_65,2023,Tolerant,1.0,SE,SE,0,124307-541506,0,0,1,0,0,0,0,0,0
HZ_17,Grower_200,Grower_12,2020,Susceptible,1.65,E,A,1,117581-571623,0,0,6,5,5,0,0,0,0
HZ_5,Grower_306,Grower_3,2019,Susceptible,0.8,SE,B,0,249461-595516,0,0,0,0,0,0,0,0,0
HZ_20,Grower_324,Grower_76,2019,Tolerant,0.8,E,E,0,190436-598920,0,0,8,2,3,0,0,0,0
HZ_42,Grower_77,Grower_66,2021,Verysusceptible,1.79,SE,SE,0,205538-599709,0,0,4,2,2,0,0,4,0
HZ_5,Grower_324,Grower_33,2021,Susceptible,2.1,PB4,PB4,0,190344-598580,0,0,1,0,0,0,0,1,0
HZ_2,Grower_93,Grower_2,2023,Tolerant,0.8,SE,SE,0,180196-592961,0,0,4,0,1,0,0,0,0
HZ_39,Grower_206,Grower_74,2023,Tolerant,1.5,E,A,0,115117-567262,0,0,0,0,1,0,0,1,0
HZ_7,Grower_320,Grower_66,2021,Tolerant,1.8,SE,SE,0,210483-591111,0,0,2,0,1,0,0,7,0
HZ_17,Grower_151,Grower_23,2021,Susceptible,3.0,SE,SE,0,170111-530312,0,0,8,1,3,0,0,1,1
HZ_12,Grower_188,Grower_14,2023,Susceptible,1.6,E,A,0,170382-522960,0,0,1,0,1,0,0,1,0
HZ_31,Grower_273,Grower_29,2023,Tolerant,2.85,SE,SE,0,088992-397498,0,0,5,1,5,0,0,1,0
HZ_3,Grower_123,Grower_52,2022,Tolerant,0.16,SE,SE,0,170998-588303,0,0,0,0,0,0,0,1,0
HZ_5,Grower_89,Grower_42,2023,Susceptible,2.4,SE,-,0,198280-600388,0,0,0,0,0,0,0,0,0
HZ_12,Grower_130,Grower_61,2020,Susceptible,2.1,E,E,0,167223-582430,0,0,1,0,0,0,0,0,0
HZ_16,Grower_206,Grower_1,2022,Susceptible,0.55,E,E,0,113412-564492,0,0,0,0,0,0,0,0,0
HZ_36,Grower_91,Grower_11,2023,Tolerant,0.28,SE,SE,0,196064-599363,0,0,8,1,4,0,0,3,0
HZ_20,Grower_311,Grower_1,2020,Tolerant,1.55,SE,SE,0,214431-590355,0,0,5,0,2,0,0,0,0
HZ_35,Grower_147,Grower_51,2021,Tolerant,0.77,SE,SE,0,178266-535033,0,0,8,7,4,0,4,8,0
HZ_22,Grower_201,Grower_183,2020,Tolerant,1.5,SE,SE,0,089853-402719,0,0,7,4,4,0,0,0,0
HZ_3,Grower_93,Grower_44,2020,Tolerant,0.68,SE,E,0,180168-592966,0,0,6,1,2,0,0,0,0
HZ_23,Grower_174,Grower_36,2023,Verysusceptible,2.83,SE,AF,0,050787-370159,0,0,8,0,8,3,0,8,0
HZ_64,Grower_342,Grower_75,2021,Tolerant,0.38,SE,SE,0,186845-517865,0,0,4,2,2,0,0,1,0
HZ_46,Grower_259,Grower_75,2022,Susceptible,0.55,E,AF,0,051503-361031,0,0,8,5,0,1,8,8,0
HZ_47,Grower_271,Grower_42,2019,Verysusceptible,1.4,SE,A,1,093377-395706,0,0,7,6,4,0,0,0,0
HZ_20,Grower_223,Grower_8,2020,Tolerant,0.34,E,E,0,128336-538289,0,0,8,4,6,0,0,0,0
HZ_17,Grower_106,Grower_46,2021,Susceptible,0.98,SE,SE,0,129914-532621,0,0,4,1,1,0,1,0,0
HZ_47,Grower_255,Grower_42,2021,Verysusceptible,5.0,SE,A,0,044690-370234,0,0,3,0,1,0,0,0,0
HZ_39,Grower_130,Grower_130,2022,Tolerant,0.65,SE,-,0,166617-581798,0,0,0,0,0,0,0,0,0
HZ_3,Grower_26,Grower_110,2022,Tolerant,1.83,SE,SE,0,239501-599501,0,0,1,0,0,0,0,1,1
HZ_24,Grower_305,Grower_40,2021,Tolerant,1.09,SE,-,0,246304-605403,0,0,7,4,4,0,0,1,1
HZ_3,Grower_322,Grower_76,2021,Tolerant,3.29,SE,SE,0,202432-601116,0,0,2,1,1,0,0,0,1
HZ_3,Grower_126,Grower_75,2023,Tolerant,1.0,SE,-,0,164396-579868,0,0,1,0,0,0,0,0,0
HZ_20,Grower_244,Grower_90,2020,Tolerant,1.5,SE,SE,0,049637-370151,0,0,5,0,2,0,0,0,0
HZ_17,Grower_148,Grower_46,2021,Susceptible,1.1,SE,SE,0,176600-528848,0,0,4,1,1,0,1,0,0
HZ_16,Grower_282,Grower_66,2022,Susceptible,2.69,SE,SE,0,232949-435161,0,0,5,0,2,0,0,0,0
HZ_3,Grower_205,Grower_65,2022,Tolerant,0.3,E,A,0,117615-563126,0,0,3,0,1,0,0,5,0
HZ_20,Grower_281,Grower_49,2020,Tolerant,3.7,SE,A,0,075593-397796,0,0,8,2,3,0,0,0,0
HZ_3,Grower_24,Grower_113,2022,Tolerant,2.8,E,E,0,242521-600184,0,0,1,0,0,1,0,1,0
HZ_12,Grower_236,Grower_125,2020,Susceptible,2.0,E,E,0,135853-521383,0,0,0,0,0,0,0,0,0
HZ_17,Grower_274,Grower_133,2020,Susceptible,2.5,SE,AF,0,075979-402322,0,0,8,3,4,0,0,0,0
HZ_3,Grower_141,Grower_41,2019,Tolerant,1.48,E,E,0,159243-580238,0,0,1,1,0,0,0,0,0
HZ_39,Grower_287,Grower_36,2021,Tolerant,1.98,SE,SE,0,248451-597736,0,0,4,0,1,0,1,3,0
HZ_80,Grower_175,Grower_58,2020,Verysusceptible,0.65,SE,A,1,185898-516949,0,0,0,0,0,0,0,0,0
HZ_22,Grower_36,Grower_155,2019,Tolerant,1.05,SE,SE,0,246360-609174,0,0,2,3,0,0,0,0,0
HZ_12,Grower_373,Grower_125,2020,Susceptible,5.3,SE,AF,1,105145-471733,0,0,0,0,0,0,0,0,0
HZ_48,Grower_90,Grower_61,2019,Verysusceptible,0.8,SE,A,0,196791-600598,0,0,0,0,0,0,0,0,0
HZ_20,Grower_206,Grower_83,2019,Tolerant,1.4,SE,A,0,117844-566458,0,0,8,4,6,1,0,0,0
HZ_54,Grower_154,Grower_1,2022,Verysusceptible,0.47,E,E,0,170638-532991,0,0,0,0,0,0,8,4,2
HZ_65,Grower_267,Grower_12,2023,Tolerant,2.15,SE,E,0,094189-423500,0,0,4,0,0,0,0,1,0
HZ_39,Grower_118,Grower_61,2023,Tolerant,0.68,SE,SE,0,170309-590802,0,0,8,0,2,0,0,8,0
HZ_10,Grower_268,Grower_52,2023,Tolerant,3.1,SE,-,0,067200-399924,0,0,1,0,0,1,0,0,0
HZ_17,Grower_212,Grower_47,2019,Susceptible,0.22,SE,SE,0,133917-535933,0,0,8,8,5,0,0,0,0
HZ_20,Grower_148,Grower_71,2020,Tolerant,0.4,SE,SE,0,175987-529226,0,0,1,0,0,0,0,0,0
HZ_17,Grower_202,Grower_32,2021,Susceptible,0.9,PB4,PB4,0,120705-571443,0,0,8,2,3,0,1,0,1
HZ_43,Grower_42,Grower_18,2020,Tolerant,1.22,SE,SE,0,247117-600643,0,0,2,1,1,0,0,0,0
HZ_22,Grower_43,Grower_38,2023,Tolerant,1.9,PB4,PB4,0,216833-595648,0,0,1,0,1,0,0,5,0
HZ_17,Grower_309,Grower_22,2021,Susceptible,0.62,PB4,A,1,214899-598438,0,0,8,7,4,3,3,7,0
HZ_13,Grower_239,Grower_22,2021,Tolerant,0.86,SE,E,0,039132-369534,0,0,3,1,1,0,0,1,0
HZ_48,Grower_259,Grower_99,2019,Verysusceptible,1.9,SE,AF,1,048872-360789,0,0,8,8,5,0,8,0,0
HZ_12,Grower_372,Grower_136,2020,Susceptible,1.93,E,A,1,132525-537540,0,0,8,7,4,0,8,0,0
HZ_58,Grower_117,Grower_52,2020,Susceptible,0.53,SE,SE,0,168839-588498,0,0,1,1,0,0,0,0,0
HZ_36,Grower_64,Grower_11,2021,Tolerant,0.6,SE,-,0,224942-598690,0,0,6,0,2,0,0,0,0
HZ_20,Grower_220,Grower_11,2020,Tolerant,1.79,SE,E,0,129585-543768,0,0,4,1,1,0,0,0,0
HZ_17,Grower_121,Grower_40,2019,Susceptible,1.38,E,E,0,177960-582357,0,0,8,8,5,0,4,0,0
HZ_33,Grower_46,Grower_40,2022,Tolerant,2.49,E,E,0,218232-590395,0,0,0,0,0,0,0,0,0
HZ_8,Grower_39,Grower_39,2019,Tolerant,1.2,SE,A,0,245711-604404,0,0,0,0,0,0,0,0,0
HZ_61,Grower_244,Grower_205,2019,Susceptible,1.5,E,E,0,048334-365934,0,0,8,5,2,0,0,0,0
HZ_55,Grower_177,Grower_74,2020,Tolerant,0.64,SE,E,0,182786-522676,0,0,0,0,0,0,0,0,0
HZ_54,Grower_154,Grower_1,2020,Verysusceptible,0.32,E,E,0,170910-531864,0,0,8,5,2,0,0,0,0
HZ_17,Grower_26,Grower_23,2022,Susceptible,0.56,SE,-,0,237016-599157,0,0,7,1,2,2,0,0,0
HZ_20,Grower_223,Grower_8,2020,Tolerant,2.07,E,A,0,140067-526210,0,0,8,4,6,0,0,0,0
HZ_47,Grower_455,Grower_99,2019,Verysusceptible,2.0,SE,A,0,094691-406575,0,0,5,5,1,0,0,0,0
HZ_5,Grower_239,Grower_29,2023,Susceptible,2.7,SE,E,0,038984-369093,0,0,1,1,0,0,0,0,0
HZ_20,Grower_206,Grower_68,2023,Tolerant,1.1,PB4,E,0,114033-566487,0,0,3,2,2,4,0,0,0
HZ_4,Grower_182,Grower_90,2022,Verysusceptible,0.1,E,E,0,189712-528955,0,0,8,7,3,2,0,1,0
HZ_20,Grower_276,Grower_76,2019,Tolerant,1.95,SE,SE,0,094911-402188,0,0,8,2,3,0,0,0,0
HZ_17,Grower_368,Grower_61,2020,Susceptible,0.5,SE,AF,0,160384-579415,0,0,8,5,2,0,1,0,0
HZ_12,Grower_264,Grower_15,2021,Susceptible,1.2,E,E,0,062409-371921,0,0,5,0,2,0,0,3,0
HZ_17,Grower_106,Grower_42,2023,Susceptible,0.68,SE,SE,0,129922-533041,0,0,0,0,0,0,0,0,0
HZ_27,Grower_83,Grower_2,2019,Tolerant,2.18,SE,A,0,198841-599136,0,0,0,0,0,0,1,0,0
HZ_1,Grower_34,Grower_112,2020,Tolerant,1.46,SE,SE,0,245268-606874,0,0,0,0,0,0,0,0,0
HZ_37,Grower_161,Grower_36,2023,Tolerant,0.84,SE,SE,0,175321-507945,0,0,0,0,0,0,0,0,0
HZ_4,Grower_129,Grower_11,2022,Verysusceptible,2.25,E,E,0,159151-579598,0,0,6,4,4,2,3,8,0
HZ_42,Grower_113,Grower_66,2021,Verysusceptible,2.1,E,E,0,175614-592510,0,0,4,1,1,0,0,4,0
HZ_3,Grower_444,Grower_33,2019,Tolerant,0.35,E,E,0,184729-595398,0,0,7,2,4,0,0,0,0
HZ_50,Grower_356,Grower_151,2021,Tolerant,1.49,SE,SE,0,101151-476404,0,0,3,0,1,0,0,0,1
HZ_12,Grower_253,Grower_6,2023,Susceptible,1.34,SE,E,0,058928-411896,0,0,8,0,7,2,0,8,0
HZ_5,Grower_154,Grower_86,2023,Susceptible,1.99,E,A,0,169323-530327,0,0,0,0,0,0,0,0,0
HZ_4,Grower_231,Grower_1,2020,Verysusceptible,0.49,SE,SE,0,122210-537449,0,0,6,2,2,0,3,0,0
HZ_15,Grower_259,Grower_21,2022,Verysusceptible,0.8,E,E,0,051640-361437,0,0,5,1,4,0,1,4,1
HZ_34,Grower_94,Grower_32,2023,Verysusceptible,0.7,SE,SE,0,185724-595203,0,0,8,1,4,7,0,0,0
HZ_3,Grower_54,Grower_123,2019,Tolerant,0.41,PB3,-,0,217733-594162,0,0,0,0,0,0,0,0,0
HZ_4,Grower_107,Grower_205,2019,Verysusceptible,0.1,SE,SE,0,179766-588411,0,0,0,0,0,0,0,0,0
HZ_12,Grower_23,Grower_95,2019,Susceptible,1.54,SE,AF,0,239395-605262,0,0,4,1,1,0,0,0,0
HZ_52,Grower_136,Grower_1,2023,Tolerant,1.25,E,E,0,164005-579524,0,0,1,0,0,0,0,0,0
HZ_43,Grower_17,Grower_18,2019,Tolerant,0.8,SE,SE,0,241958-605761,0,0,1,1,0,0,0,0,0
HZ_3,Grower_37,Grower_113,2020,Tolerant,1.15,SE,SE,0,246943-606310,0,0,2,0,1,0,0,0,0
HZ_12,Grower_218,Grower_15,2023,Susceptible,1.32,SE,SE,0,117558-538409,0,0,1,0,1,1,0,2,0
HZ_12,Grower_130,Grower_61,2020,Susceptible,2.6,E,E,0,167093-582360,0,0,1,0,0,0,0,0,0
HZ_15,Grower_203,Grower_21,2023,Verysusceptible,1.26,SE,E,1,233911-436502,0,0,5,0,4,0,0,0,0
HZ_17,Grower_202,Grower_12,2021,Susceptible,3.34,SE,E,1,120705-571443,0,0,6,3,4,0,0,2,0
HZ_8,Grower_364,Grower_28,2021,Tolerant,2.33,SE,SE,0,243575-604059,0,0,1,0,0,0,0,0,1
HZ_17,Grower_104,Grower_58,2022,Susceptible,1.1,SE,SE,0,187295-597337,0,0,4,2,2,0,2,3,0
HZ_32,Grower_46,Grower_44,2023,Susceptible,1.08,E,AF,0,217719-590602,0,0,6,2,3,1,0,0,0
HZ_5,Grower_203,Grower_47,2022,Susceptible,5.22,SE,SE,0,229577-430990,0,0,0,0,0,0,0,0,0
HZ_17,Grower_332,Grower_22,2021,Susceptible,1.0,PB4,A,1,180079-591051,0,0,8,7,4,3,3,7,0
HZ_35,Grower_249,Grower_51,2019,Tolerant,3.3,SE,A,0,053018-360443,0,0,8,8,5,0,5,0,0
HZ_20,Grower_19,Grower_12,2019,Tolerant,0.46,E,AF,0,244280-600909,0,0,8,1,3,0,0,0,0
HZ_24,Grower_143,Grower_94,2022,Tolerant,1.75,SE,SE,0,175084-517797,0,0,7,3,3,0,0,2,0
HZ_5,Grower_10,Grower_3,2020,Susceptible,3.48,E,A,0,261838-585284,0,0,1,0,0,0,0,0,0
HZ_3,Grower_367,Grower_112,2021,Tolerant,1.3,SE,SE,0,219442-601244,0,0,0,0,0,0,0,0,0
HZ_66,Grower_274,Grower_58,2022,Verysusceptible,2.0,SE,E,0,076494-401537,0,0,1,0,0,0,2,2,0
HZ_43,Grower_62,Grower_36,2021,Tolerant,0.32,SE,E,1,215462-581914,0,0,7,0,3,0,0,3,0
HZ_29,Grower_66,Grower_16,2023,Tolerant,1.76,SE,SE,0,229364-597888,0,0,0,0,0,0,0,0,0
HZ_1,Grower_275,Grower_71,2022,Tolerant,2.6,SE,SE,0,088718-398661,0,0,1,1,0,2,0,0,0
HZ_24,Grower_294,Grower_24,2021,Tolerant,1.43,SE,SE,0,238317-605706,0,0,1,0,0,0,0,1,0
HZ_3,Grower_298,Grower_113,2022,Tolerant,3.3,SE,SE,0,244997-604161,0,0,1,0,0,1,0,1,0
HZ_5,Grower_234,Grower_29,2021,Susceptible,2.7,SE,SE,0,123199-520758,0,0,3,0,1,0,0,1,0
HZ_42,Grower_279,Grower_66,2022,Verysusceptible,3.35,SE,SE,0,084041-397534,0,0,8,1,0,0,3,2,0
HZ_5,Grower_89,Grower_33,2020,Susceptible,0.4,SE,SE,0,193434-599996,0,0,0,0,0,0,0,0,0
HZ_22,Grower_36,Grower_115,2021,Tolerant,1.5,SE,SE,0,246520-609032,0,0,4,0,1,0,0,0,0
HZ_51,Grower_105,Grower_119,2020,Susceptible,2.5,SE,SE,0,119640-568199,0,0,6,3,4,0,1,0,0
HZ_3,Grower_94,Grower_76,2022,Tolerant,0.6,SE,SE,0,185226-596184,0,0,4,1,1,0,0,3,0
HZ_5,Grower_133,Grower_42,2019,Susceptible,1.26,SE,-,0,162265-579969,0,0,0,0,0,0,0,0,0
HZ_4,Grower_262,Grower_1,2020,Verysusceptible,1.05,SE,SE,0,021526-378001,0,0,6,2,2,0,3,0,0
HZ_12,Grower_263,Grower_36,2023,Susceptible,4.24,SE,SE,0,035392-375886,0,0,4,2,4,1,1,4,0
HZ_20,Grower_48,Grower_28,2023,Tolerant,2.47,SE,SE,0,228690-596689,0,0,2,1,1,0,0,2,0
HZ_4,Grower_10,Grower_117,2019,Verysusceptible,1.3,SE,E,0,262179-585225,0,0,7,4,4,0,0,0,0
HZ_12,Grower_154,Grower_146,2021,Susceptible,2.0,E,E,0,169779-530299,0,0,0,0,0,0,0,0,0
HZ_20,Grower_89,Grower_116,2021,Tolerant,2.8,SE,SE,0,194350-600598,0,0,3,1,1,0,0,0,0
HZ_22,Grower_280,Grower_88,2020,Tolerant,2.36,SE,SE,0,088293-401863,0,0,3,0,1,0,0,0,0
HZ_3,Grower_294,Grower_113,2019,Tolerant,0.44,SE,SE,0,237898-607362,0,0,0,0,0,0,0,0,0
HZ_19,Grower_238,Grower_50,2021,Verysusceptible,2.6,PB4,A,1,058406-362934,0,0,8,5,2,0,0,2,0
HZ_35,Grower_228,Grower_201,2019,Tolerant,5.0,E,A,0,125201-539041,0,0,8,8,5,0,4,0,0
HZ_19,Grower_11,Grower_24,2021,Verysusceptible,0.67,SE,SE,0,250760-601601,0,0,2,0,1,0,0,1,1
HZ_24,Grower_176,Grower_48,2020,Tolerant,1.09,SE,SE,0,182116-531233,0,0,2,0,1,0,0,0,0
HZ_7,Grower_141,Grower_59,2022,Tolerant,1.2,E,E,0,159228-580593,0,0,1,1,0,0,0,0,0
HZ_39,Grower_134,Grower_42,2023,Tolerant,4.78,E,A,0,174019-582655,0,0,6,0,0,0,0,2,0
HZ_11,Grower_127,Grower_12,2022,Tolerant,0.8,PB4,PB4,0,168356-583673,0,0,0,0,0,0,0,0,0
HZ_2,Grower_65,Grower_22,2019,Tolerant,0.54,SE,SE,0,227202-604429,0,0,8,4,6,0,0,0,0
HZ_20,Grower_55,Grower_50,2023,Tolerant,1.8,SE,SE,0,227958-602907,0,0,7,0,3,0,0,4,0
HZ_12,Grower_178,Grower_95,2023,Susceptible,0.4,SE,A,0,182670-529489,0,0,6,0,6,1,0,6,0
HZ_23,Grower_71,Grower_32,2022,Verysusceptible,1.57,SE,E,0,228475-603186,0,0,8,0,0,0,2,1,0
HZ_30,Grower_93,Grower_66,2022,Verysusceptible,2.0,E,E,0,173686-591774,0,0,1,0,1,0,0,0,0
HZ_4,Grower_259,Grower_1,2023,Verysusceptible,0.91,SE,AF,0,049304-361866,0,0,0,0,0,0,0,0,0
HZ_3,Grower_168,Grower_228,2019,Tolerant,3.0,SE,SE,0,185228-531764,0,0,0,0,0,0,0,0,0
HZ_6,Grower_8,Grower_113,2020,Tolerant,2.95,E,E,0,247388-595649,0,0,4,1,1,0,0,0,0
